Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,Rolling Std,Likelihood of Hydrate
2024-10-31 00:00:00,559.0225499999999,543.0,44.65046,,0.0
2024-10-31 00:14:00,549.6309,543.0,44.68318,,0.0
2024-10-31 00:30:00,586.3567499999999,543.0,44.58979,,0.0
2024-10-31 00:46:00,573.30135,543.0,44.62712,,0.0
2024-10-31 01:00:00,564.6483000000001,543.0,44.64499,,0.0
2024-10-31 01:14:00,559.5771,543.0,44.65577,,0.0
2024-10-31 01:28:00,594.0436500000001,543.0,44.5543,,0.0
2024-10-31 01:44:00,579.2346,543.0,44.60474,,0.0
2024-10-31 02:00:00,575.6688,543.0,44.612,,0.0
2024-10-31 02:14:00,569.6556,543.0,44.63334,,0.0
2024-10-31 02:30:00,556.50495,543.0,44.65831,,0.0
2024-10-31 02:46:00,582.01815,543.0,44.58346,,0.0
2024-10-31 03:00:00,583.23225,543.0,44.59333,,0.0
2024-10-31 03:16:00,557.40765,543.0,44.62994,,0.0
2024-10-31 03:28:00,559.6974,543.0,44.65321,,0.0
2024-10-31 03:44:00,561.0645,543.0,44.64957,,0.0
2024-10-31 04:00:00,574.6855499999999,543.0,44.61326,,0.0
2024-10-31 04:14:00,577.60605,543.0,44.63443,,0.0
2024-10-31 04:30:00,571.9866000000001,543.0,44.61763,,0.0
2024-10-31 04:46:00,566.8248,543.0,44.64836,11.667660900726503,1.2989410646836268
2024-10-31 04:58:00,576.3850500000001,543.0,44.33146,11.443178201800324,1.155456195526219
2024-10-31 05:14:00,574.7841,543.0,44.34416,10.298720474160637,0.4239416151506265
2024-10-31 05:30:00,561.53055,543.0,44.39851,9.99871553091487,0.23218443192845717
2024-10-31 05:44:00,546.55815,543.0,44.41094,11.368185958197456,1.1075226473612605
2024-10-31 06:00:00,558.4390500000001,543.0,44.38026,11.594664622875769,1.252283298065119
2024-10-31 06:14:00,572.1432,543.0,44.3538,11.375887931605197,1.1124455953298564
2024-10-31 06:30:00,567.6579,543.0,44.36668,9.867508899291881,0.14831976680698275
2024-10-31 06:46:00,556.07025,543.0,44.39721,9.919599334975144,0.18161493558443623
2024-10-31 06:58:00,546.97725,543.0,44.41696,10.7180033884212,0.6919389012684188
2024-10-31 07:14:00,571.2198,543.0,44.3497,10.75126592415971,0.7131996514781853
2024-10-31 07:30:00,565.43385,543.0,44.3615,10.51287163102917,0.5608227684429508
2024-10-31 07:44:00,562.36515,543.0,44.37756,9.894829475032461,0.16578253455787875
2024-10-31 08:00:00,549.08595,543.0,44.41018,9.635461982063228,0.0
2024-10-31 08:16:00,546.15675,543.0,44.419,10.337099109771216,0.4484724744790537
2024-10-31 08:30:00,584.6124,543.0,44.31561,11.329478338433027,1.082781507915498
2024-10-31 08:44:00,573.8061,543.0,44.35046,11.478689552308959,1.1781543433376456
2024-10-31 08:58:00,560.93895,543.0,44.38796,11.291892705223797,1.058757519924342
2024-10-31 09:14:00,554.2827,543.0,44.40012,11.072519092738943,0.9185382770403812
2024-10-31 09:30:00,545.76135,543.0,44.41581,11.540483704049947,1.2176519341081684
2024-10-31 09:44:00,577.70445,543.0,44.3311,12.023619386041103,1.5264626373266492
2024-10-31 10:00:00,565.99395,543.0,44.3562,11.61392795941076,1.2645960390268054
2024-10-31 10:16:00,555.49005,543.0,44.39793,11.299866355061795,1.0638541180549999
2024-10-31 10:28:00,544.86165,543.0,44.41911,11.867776710165055,1.4268511035016374
2024-10-31 10:44:00,573.1845,543.0,44.3461,11.740475687965041,1.345482826118355
2024-10-31 10:58:00,565.70355,543.0,44.36767,11.749604501830483,1.351317782082939
2024-10-31 11:14:00,539.49735,543.0,44.3986,12.505602428331644,1.8345365962106241
2024-10-31 11:30:00,547.63275,543.0,44.42148,12.689182649944229,1.9518774167013466
2024-10-31 11:44:00,537.68835,543.0,44.44006,13.57331103943414,2.5169946702409027
2024-10-31 12:00:00,565.84485,543.0,44.40781,13.390607815411963,2.400214409139002
2024-10-31 12:16:00,551.3133,543.0,44.40445,13.201412525673689,2.2792845489620213
2024-10-31 12:28:00,537.8523,543.0,44.47496,13.849175392166657,2.6933216689199178
2024-10-31 12:44:00,536.6283000000001,543.0,44.45201,14.503575058044479,3.1116008988306754
2024-10-31 13:00:00,535.6395,543.0,44.44459,15.124763473573632,3.5086521591311777
2024-10-31 13:14:00,556.9569,543.0,44.38197,14.983437523951974,3.4183194275353306
2024-10-31 13:30:00,551.90055,543.0,44.39755,13.34174913406843,2.3689849133546264
2024-10-31 13:44:00,541.99125,543.0,44.4304,12.73033523430358,1.9781813288092118
2024-10-31 14:00:00,530.3100000000001,543.0,44.45881,13.463094650956963,2.4465465503844577
2024-10-31 14:14:00,555.0696,543.0,44.39986,13.474916387939784,2.4541027691590327
2024-10-31 14:28:00,552.97965,543.0,44.39899,13.427999487124099,2.424114420805188
2024-10-31 14:44:00,542.7615000000001,543.0,44.42754,11.996562169476684,1.5091682035146876
2024-10-31 15:00:00,531.168,543.0,44.46262,11.998604595786128,1.5104736817238151
2024-10-31 15:14:00,526.2186,543.0,44.47208,12.762353529016195,1.9986467849421756
2024-10-31 15:30:00,559.43805,543.0,44.38593,13.090281972770667,2.2082521134159565
2024-10-31 15:46:00,544.93035,543.0,44.40762,11.548228119135803,1.2226020099519204
2024-10-31 16:00:00,539.9238,543.0,44.43489,10.581715406545328,0.6048263382926083
2024-10-31 16:14:00,532.458,543.0,44.45175,10.862760320645178,0.7844646485938972
2024-10-31 16:28:00,525.9168,543.0,44.46958,11.538053486253446,1.2160985873058403
2024-10-31 16:44:00,559.6263,543.0,44.38335,12.052882426638138,1.5451669899172882
2024-10-31 17:00:00,550.96365,543.0,44.40841,11.047252826541106,0.9023885830246071
2024-10-31 17:14:00,542.37585,543.0,44.43136,10.881406789691793,0.7963831001458409
2024-10-31 17:30:00,536.5236,543.0,44.44576,10.916916029732224,0.8190798989880348
2024-10-31 17:46:00,532.4322,543.0,44.45108,11.078646269896316,0.9224546466177933
2024-10-31 17:58:00,556.5525,543.0,44.3913,11.38188760811452,1.1162804690330188
2024-10-31 18:14:00,550.21905,543.0,44.4006,11.058510562423452,0.9095843035314165
2024-10-31 18:28:00,532.5312,543.0,44.45381,11.103392981278207,0.9382722515454424
