Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,Rolling Std,Likelihood of Hydrate
2024-09-25 00:00:00,993.0021499999996,,43.6407633333333,,0.0
2024-09-25 00:02:00,979.919175,,43.4738,,0.0
2024-09-25 00:04:00,976.15725,,43.4738,,0.0
2024-09-25 00:06:00,963.7434,973.5,43.4738,,0.0
2024-09-25 00:08:00,945.1983,973.5,44.33266,,0.0
2024-09-25 00:12:00,939.544575,973.5,49.359535,,0.0
2024-09-25 00:14:00,965.904225,973.5,51.36454,,0.0
2024-09-25 00:16:00,971.64525,973.5,51.36454,,0.0
2024-09-25 00:18:00,968.4021,973.5,51.36454,,0.0
2024-09-25 00:20:00,971.53935,973.5,51.36454,,0.0
2024-09-25 00:22:00,982.63965,973.5,51.36454,,0.0
2024-09-25 00:24:00,984.27795,973.5,51.36454,,0.0
2024-09-25 00:26:00,990.134025,973.5,51.36454,,0.0
2024-09-25 00:28:00,989.2005,973.5,51.36454,,0.0
2024-09-25 00:30:00,985.114575,973.5,51.36454,,0.0
2024-09-25 00:32:00,986.9406,973.5,51.36454,,0.0
2024-09-25 00:36:00,981.640725,973.5,51.36454,,0.0
2024-09-25 00:38:00,978.3714499999996,973.5,51.36454,,0.0
2024-09-25 00:40:00,980.8428,973.5,51.36454,,0.0
2024-09-25 00:42:00,990.732525,973.5,51.36454,14.32160747420762,2.4955838697819295
2024-09-25 00:44:00,1008.5922,973.5,49.496275,15.644686863949802,2.847195219819995
2024-09-25 00:46:00,991.934625,973.5,43.57415,15.988518278931943,2.9385691985431657
2024-09-25 00:48:00,990.369225,973.5,42.90965,16.2336620602269,3.0037167146807673
2024-09-25 00:50:00,994.56825,973.5,42.53282,16.23833861227234,3.004959518998458
2024-09-25 00:52:00,978.54,973.5,41.90619,14.055163289174821,2.4247757230180156
2024-09-25 00:54:00,976.362825,973.5,41.90619,10.126352687740967,1.3806853907793706
2024-09-25 00:56:00,984.346125,973.5,41.90619,9.252484655818138,1.1484529783922608
2024-09-25 01:00:00,998.877375,973.5,41.73146,9.294334326577717,1.1595746233581696
2024-09-25 01:02:00,971.7225499999996,973.5,41.33042,8.994440267780707,1.0798770967399378
2024-09-25 01:04:00,955.857975,973.5,41.33042,10.807245410331783,1.5616341768290893
2024-09-25 01:06:00,938.265525,973.5,45.23089,15.050706097451371,2.689343483314708
2024-09-25 01:08:00,952.373625,973.5,49.03334,16.50971677101334,3.077078880471061
2024-09-25 01:10:00,946.55145,973.5,49.42419,18.075877367254005,3.493289612714352
2024-09-25 01:12:00,967.1415499999996,973.5,49.48221,18.097557584198697,3.499051179562224
2024-09-25 01:14:00,962.369925,973.5,49.48221,18.337169444768136,3.562728575214476
2024-09-25 01:16:00,960.7374,973.5,49.48221,18.511277426830535,3.6089981665179067
2024-09-25 01:18:00,961.57665,973.5,49.48221,18.704208340696127,3.660269994659359
2024-09-25 01:22:00,964.696425,973.5,49.48221,18.80517249580395,3.6871014479781445
2024-09-25 01:24:00,961.83705,973.5,49.48221,18.91167609954877,3.7154050223418356
2024-09-25 01:26:00,964.17405,973.5,49.48221,18.51997779437227,3.611310308934223
2024-09-25 01:28:00,968.9218999999996,973.5,49.48221,16.339297695862445,3.031789624549902
2024-09-25 01:30:00,975.866925,973.5,49.48221,15.557642580267682,2.8240630039183237
2024-09-25 01:32:00,987.096225,973.5,49.48221,15.33395507532874,2.764617541909008
2024-09-25 01:34:00,995.5518,973.5,49.48221,15.422959580631682,2.7882706911543726
2024-09-25 01:36:00,1019.7147,973.5,45.197135,19.11881937938745,3.770453818990072
2024-09-25 01:38:00,989.45265,973.5,41.35633,19.54216481997782,3.8829588304447857
2024-09-25 01:40:00,994.84245,973.5,41.016445,20.04386871858305,4.016287779920992
2024-09-25 01:42:00,997.59705,973.5,41.016445,19.95495828593029,3.9926596306958744
2024-09-25 01:46:00,975.49215,973.5,40.54542,19.971810644035706,3.9971381831022614
2024-09-25 01:48:00,965.0137999999996,973.5,40.54542,19.68506539477768,3.920934982455124
2024-09-25 01:50:00,946.7856,973.5,41.6601,18.985804740330472,3.735104876835692
2024-09-25 01:52:00,940.743375,973.5,47.092145,19.807584759482246,3.9534947816354085
2024-09-25 01:54:00,951.4971,973.5,48.43455,19.49755320516039,3.8711031925783446
2024-09-25 01:56:00,962.7411,973.5,48.92994,19.58648821921215,3.894737874366024
2024-09-25 01:58:00,950.7555499999996,973.5,48.98735,20.06386490113303,4.0216018108072085
2024-09-25 02:00:00,945.305925,973.5,49.24264,20.79329980922108,4.215450792800426
2024-09-25 02:02:00,964.949025,973.5,49.55396,20.72657203208784,4.197717734614531
2024-09-25 02:04:00,951.0108,973.5,49.55396,21.172035429094304,4.316100643174922
2024-09-25 02:06:00,960.72165,973.5,49.55396,21.19741944662153,4.322846503431936
2024-09-25 02:10:00,956.92725,973.5,49.55396,21.37088207754355,4.368944591205437
2024-09-25 02:12:00,959.0305000000004,973.5,49.55396,21.512333502244047,4.406535628288587
2024-09-25 02:14:00,961.7946,973.5,49.55396,21.525144536822115,4.4099401897973705
2024-09-25 02:16:00,963.864375,973.5,49.55396,21.111614434601186,4.300043626786427
2024-09-25 02:18:00,995.847675,973.5,49.00053,21.132259767458965,4.305530170839937
2024-09-25 02:20:00,1005.057975,973.5,43.23227,19.418320087217896,3.850046811696383
